sync_id,module,finding_id,recon_semantic_detail_finding,module_authority_artifact,module_scope,linkage_status,step03_relationship_id,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,authority_basis,authority_scope,core_evidence_line,core_evidence_excerpt,dependency,dependency_statement,proposed_synchronization_action,classification,step04_sync_target_historical,classification_basis_historical,status_historical,candidate_count,linkage_basis,historical_core_artifact_id,historical_core_section_heading
STEP04-0056,M04,M04-CI-004,Session Evidence / Attendance / Completion,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0057,M04,M04-CI-005,Session Artifact,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0058,M04,M04-CI-006,Session Assignment,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0059,M04,M04-CI-007,Provider,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0060,M04,M04-CI-008,Host / Instructor,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0061,M04,M04-CI-009,Session Visibility,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0062,M04,M04-CI-010,Session permission family,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Add validated capability/detail to the Core semantic contract; preserve existing detail.,ADD-NEW,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: NEW,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0063,M04,M04-CI-011,Session → Learning Activity,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0064,M04,M04-CI-012,Reward boundary,RUMAHAGEN_WF03_M04_FULL_REBUILD_v1.2_QIR_INTEGRATED_CONTROLLED/M04_CANONICAL_v1.2.md,FULL QIR-integrated Learning authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0075,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL QIR-integrated Learning authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M10/M14/M15,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M04 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0070,M06,M06-CI-001,Project semantic schema expansion,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0182,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,NO_HEADING_DETECTED,W4-01E / W4-02 PHYSICAL AUTHORITY,11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip;11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip,W4-01E frozen physical design and W4-02 executable physical baseline,FULL controlled Developer/Project/Marketing Kit/Claim authority,1.0,RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_v1.0.sql,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Carry validated module detail into the applicable Core contract without deleting valid Core detail.,AUGMENT,STEP04 → 11_DATABASE_SCHEMA synchronization target,Normalized M06 impact classification: UPDATE REQUIRED,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0018,NO_HEADING_DETECTED
STEP04-0071,M06,M06-CI-002,M03 field naming: land_area,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0077,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL controlled Developer/Project/Marketing Kit/Claim authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M06 impact classification: MATCH / NORMALIZED,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0072,M06,M06-CI-003,M03 field naming: building_area,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0450,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,# RUMAHAGEN — UI / UX SPECIFICATION,CORE INTERFACE BEHAVIOR AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,UI/UX behavior contract; visibility is not authorization,FULL controlled Developer/Project/Marketing Kit/Claim authority,4.0,**Version:** 2.1 — W4-02A.6.20,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 16_UI_UX synchronization target,Normalized M06 impact classification: MATCH / NORMALIZED,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0036,# RUMAHAGEN — UI / UX SPECIFICATION
STEP04-0073,M06,M06-CI-004,Project meta_description → Listing description,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0077,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL controlled Developer/Project/Marketing Kit/Claim authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M06 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0074,M06,M06-CI-005,Project meta_title → Listing title/header,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0077,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL controlled Developer/Project/Marketing Kit/Claim authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Preserve existing Core semantic/detail contract; retain provenance.,PRESERVE,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M06 impact classification: MATCH,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0075,M06,M06-CI-006,Developer company_logo + Tentang Developer,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0077,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo",CORE ARCHITECTURE,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core architecture is governed as immutable Core semantic contract,FULL controlled Developer/Project/Marketing Kit/Claim authority,1.0,RUMAHAGEN — SYSTEM ARCHITECTURE,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Add validated capability/detail to the Core semantic contract; preserve existing detail.,ADD-NEW,STEP04 → 04_ARCHITECTURE synchronization target,Normalized M06 impact classification: NEW / UPDATE REQUIRED,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0011,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0077,M06,M06-CI-008,Marketing Kit resource,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0152,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE LOGICAL DATA MODEL AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core logical data model authority,FULL controlled Developer/Project/Marketing Kit/Claim authority,1.0,RUMAHAGEN — ERD & DATA RELATIONSHIP MODEL,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Add validated capability/detail to the Core semantic contract; preserve existing detail.,ADD-NEW,STEP04 → 09_ERD synchronization target,Normalized M06 impact classification: NEW / UPDATE REQUIRED,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0016,NO_HEADING_DETECTED
STEP04-0078,M06,M06-CI-009,Marketing Kit CRUD authorization,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0406,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,M10 AUTHORIZATION AUTHORITY,RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1_FULL_VERSION/RUMAHAGEN_WF03_M10_FULL_REBUILD_CONTROLLED_v1.1.md,M10 is Role/Permission/Scope/Condition/Ownership/Organization/RLS authority,FULL controlled Developer/Project/Marketing Kit/Claim authority,1.0,STEP AKTIF = W4-02A.6.17 — RBAC / PERMISSION / RLS CURRENT AUTHORIZATION BASELINE,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Carry validated module detail into the applicable Core contract without deleting valid Core detail.,AUGMENT,STEP04 → 13_RBAC_RLS synchronization target,Normalized M06 impact classification: UPDATE REQUIRED,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0033,NO_HEADING_DETECTED
STEP04-0079,M06,M06-CI-010,Claim lifecycle state representation,RUMAHAGEN_WF03_M06_FULL_REBUILD_CONTROLLED_v1.5_FULL_VERSION/07_M06_FULL_REBUILD_CONTROLLED_v1.5.md,FULL controlled Developer/Project/Marketing Kit/Claim authority,DETERMINISTIC_CROSSWALK_VALIDATED,SR-0743,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31,CORE AI DEVELOPMENT BLUEPRINT AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,AI development blueprint is controlled project context,FULL controlled Developer/Project/Marketing Kit/Claim authority,4.0,**Version:** 2.1,M03/M11/M14,Module-level dependency contract applies. Artifact-specific dependency is not asserted unless explicit in Core evidence. See STEP03 dependency handoff for downstream trace.,Carry validated module detail into the applicable Core contract without deleting valid Core detail.,AUGMENT,STEP04 → 27_AI_BLUEPRINT synchronization target,Normalized M06 impact classification: UPDATE REQUIRED,CLASSIFIED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0067,# RUMAHAGEN — W4-02A.6.31
