canonical_id,record_type,module_authority,rule_name,source,core_provenance,mxx_provenance,authority_note
BR-047,CORE_CANONICAL_BR,M12,Permanent Add-on Consumption,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-048,CORE_CANONICAL_BR,M12,Post-Closure Personal Use,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-049,CORE_CANONICAL_BR,M12,Owner Unallocated Add-on,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-050,CORE_CANONICAL_BR,M12,Permanent Add-on and New Agency,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-051,CORE_CANONICAL_BR,M12,Closure Initiator,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-052,CORE_CANONICAL_BR,M12,Closure Warning,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-053,CORE_CANONICAL_BR,M12,Explicit Confirmation,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-054,CORE_CANONICAL_BR,M12,Cancellation Before OTP,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-055,CORE_CANONICAL_BR,M12,Email OTP Gate,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-056,CORE_CANONICAL_BR,M12,OTP Verification Requirement,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-057,CORE_CANONICAL_BR,M12,OTP Failure,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-058,CORE_CANONICAL_BR,M12,OTP Request Limit,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-059,CORE_CANONICAL_BR,M12,OTP Verification Attempt Limit,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-060,CORE_CANONICAL_BR,M12,OTP Three-Attempt Failure,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-061,CORE_CANONICAL_BR,M12,OTP Reset,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-062,CORE_CANONICAL_BR,M12,CLOSING Trigger,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-063,CORE_CANONICAL_BR,M12,Irreversible Closure,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-064,CORE_CANONICAL_BR,M12,Lead During Closing,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-065,CORE_CANONICAL_BR,M12,Member During Closing,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-066,CORE_CANONICAL_BR,M12,New Member Block,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-067,CORE_CANONICAL_BR,M12,Invitation Cancellation,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
BR-068,CORE_CANONICAL_BR,M12,New Agency Listing Block,Core v1.3 Business Rules baseline,RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/03_BUSINESS_RULES/W4-02A.6.10_BUSINESS_RULES_BASELINE_TRACEABILITY_FULL_CONSOLIDATED_v1.2_REAUDITED.docx,,Core v1.3 canonical BR; preserved unless an approved exact semantic amendment applies.
