relative_path,size_bytes,sha256,extension,source_pack,coverage_level,coverage_status
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,93386,c1aa07968bb5bdfc9f9600dc48da804f65574f49da672282237ec90c4cc94884,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/05_TECHNICAL_DECISIONS/W4-02A.6.6_TECHNICAL_DECISIONS_FULL_CONSOLIDATED_v1.6.docx,47059,2ddccdf939a59149b9404ad14c0dbfda1149fb31d23ba77e1b27c24bf05101fa,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/06_DEPENDENCY_MANIFEST/W4-02A.6.7_DEPENDENCY_MANIFEST_FULL_CONSOLIDATED_v1.9.docx,48323,66a12120b244cf487b41584b1bfdd3e81cddbc8b82f9c2ee12779e72d423c693,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,48108,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/08_USER_FLOW/W4-02A.6.12_USER_FLOW_CURRENT_CROSS_DOMAIN_INTERACTION_FLOW_FULL_CONSOLIDATED_v2.1.docx,51562,bc5e3f9af3842e727f34d2ef0c4f3b91cc52c911645698696b92b0745bbbd4de,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/09_ERD/W4-02A.6.13_ERD_CURRENT_LOGICAL_DATA_MODEL_FULL_CONSOLIDATED_v2.1.docx,62303,5a5ba139cff31fbd297cac3871a3b250f13b94dabcb15b49d89af86ca785cb88,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/10_DATABASE_DICTIONARY/W4-02A.6.14_DATABASE_DICTIONARY_CURRENT_LOGICAL_TO_PHYSICAL_DATA_MEANING_FULL_CONSOLIDATED_v2.2.docx,78665,8abcb2ca2e275288c83add193936a2763c9e3c9c75ba38088289a18080956219,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,20762,fa720ebe06c1070155e2ddddba6215f8c764b55ac67af2123aa75831b7f84784,.zip,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0_EXTRACTED/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_v1.0.md,5307,f00f28aed28f98f361117daf8b9fd06c40a3602d0b3ab3339a6d47228211ed51,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0_EXTRACTED/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_v1.0.sql,104518,0efce0e6e9074732735ee71da69575c3df9a7fba58961b4d3921480cbbd71e26,.sql,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6.zip,18571,6d4c04df87e2d52e2b2787f4f558456e20394c61a3a81e283938a11f830dfe1a,.zip,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6_EXTRACTED/RUMAHAGEN_W4-01E_FINAL_CANONICAL_BUILD_FROM_ZERO_DATABASE_SCHEMA_v2.6.sql,106605,73bc0e2803d1e27160cb9fc8ad61b013b079c50a67b8f1f6e6f5432b4a1c9531,.sql,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6_EXTRACTED/RUMAHAGEN_W4-01E_FINAL_CANONICAL_TABLE_REGISTER_v2.6.csv,8023,d3c8386f3cb4a694c51833b50a1114c102f0bfad1e8bf62e188075c463a6308d,.csv,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6_EXTRACTED/RUMAHAGEN_W4-01E_FINAL_SCHEMA_CLOSURE_AND_FREEZE_v2.6.md,1337,03062a3e327d0c069d8a66f3c07254c13cd8c40931a8d8630a366d7345aaafa2,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-01E_FINAL_BUILD_FROM_ZERO_SCHEMA_PACKAGE_v2.6_EXTRACTED/RUMAHAGEN_W4-01E_GATE_CLOSURE_REGISTER_v2.6.csv,1080,1760c5af3922dc7e2ae205951ad5b559611172059427cac479a5b20cef0b391b,.csv,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02A.6.15_DATABASE_SCHEMA_CURRENT_PHYSICAL_SCHEMA_REFERENCE_FULL_CONSOLIDATED_v2.7.docx,74525,91d9d78bc4d0818bca5802f0315f3d1146d0a32a9645646607418708745f79b9,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0.zip,19788,e4ee433128935fae30bfd64d05c3f37d426bafd012ed24842912c1354a8d2df0,.zip,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0_EXTRACTED/RUMAHAGEN_W4-02_CANONICAL_86_TABLE_REGISTER_v1.0.csv,6480,0dcbfeb80dbf83e876cea932e0a90b415bda4f21d620695854729b134f43d83f,.csv,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0_EXTRACTED/RUMAHAGEN_W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_BASELINE_v1.0.sql,113290,51be1733302566feed6c193c89418ef5038441a5968c0717b6be9eb9fdb32fa6,.sql,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0_EXTRACTED/RUMAHAGEN_W4-02_CANONICAL_MIGRATION_BASELINE_v1.0.md,1337,03062a3e327d0c069d8a66f3c07254c13cd8c40931a8d8630a366d7345aaafa2,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/11_DATABASE_SCHEMA/W4-02_CANONICAL_BUILD_FROM_ZERO_MIGRATION_PACKAGE_v1.0_EXTRACTED/RUMAHAGEN_W4-02_EXECUTION_PHASE_REGISTER_v1.0.csv,816,8063d32ad50ead75a367f7fbf85cf047811df3c6f22beb1d2097de6042716f60,.csv,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,65180,fbfc539044ed2b7037ebee6ed5d5065c4e14efbd042a4928b107c02c210277d1,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,53047,cd5067a3a2cb8e0104e94fbea78ab64a30e19ed28230aef5889baa5021784a0a,.docx,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,60334,d7e9a7b5c761d51495e77f73824f903ca057e602c204c79284a2ae70c522072e,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/15_TECHNICAL/W4-02A.6.19_TECHNICAL_SPECIFICATION_CURRENT_TECHNICAL_IMPLEMENTATION_CONTRACT_v2.1.md,69175,2ac01b6961b6ab97d26ee8c314aaf06101af49cb746c4069147559fb8002b29c,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,62858,c2388d37bbcf910316d0d9c257c1f346a99fc0349b2c1086d8e3154a2a32a8d7,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,68505,be0af1e745ac3d19a65abb90beff833941b1d1fb5a4fd1233c681a84023e75de,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/18_MODULE_DEPENDENCY/W4-02A.6.22_MODULE_DEPENDENCY_MATRIX_CROSS_MODULE_DEPENDENCY_CONTRACT_v2.1.md,49622,30a5c406428ad0e2e377e2803a77d16c0d9cac0f7f6c1249dadb89d1360bc9e3,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,56613,051aa36f9444153d1d56df6d960bd80d91922f3c1f84c02d636dc111dd20d47f,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,55040,7373552ff7f43e2822f7819b2101ec0df7bc1acee60e8b92dc866f330203d7be,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/21_EXECUTION_SPECIFICATION/W4-02A.6.25_MODULE_EXECUTION_SPECIFICATION_ARCHITECTURE_v2.1.md,46464,8e82d6f1308995ba163d0c2c49786c8b8999d7c2e6b4388e07661678ffa095a3,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/22_EXECUTION_BATCH/W4-02A.6.26_MODULE_EXECUTION_DEPENDENCY_BATCH_PLAN_v2.1.md,40666,316a5cb6d2f71910f078d8b905a4b14024e3186361fa14cfaa9fa921e882d097,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.md,12149,ffdcb89752116a428d687955f911c8769cdd4828096a2f8ec60ff28c75abe543,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.zip,32254,0d3b2ec0515b08e1977ffe9187a108f2a7483ba7f5a6d8da51b1ee0b951967fc,.zip,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M01_PHYSICAL_EXECUTION_SPEC_v2.1.md,8933,db988febf9ef1ed6f6746177260d8fab50b5fbb93827afb708de163dd484a3ff,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M02_PHYSICAL_EXECUTION_SPEC_v2.1.md,8656,062a76a24169a2115713a3db29c2b992fffab6482814c891285939c6c3cc9826,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M03_PHYSICAL_EXECUTION_SPEC_v2.1.md,9445,e8e6797c1859277ab0b9506c6932f6748d38172bf3a0e553faef0249757ff7ae,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M04-S_LEARNING_SESSION_EXECUTION_SPEC_v2.1.md,2717,ac6d797bc39eccdbb1a886c0f6a7f7e6c68b2d995076d3573b64e78a5668b519,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M04_PHYSICAL_EXECUTION_SPEC_v2.1.md,9572,e53738d64585fabb71fa572ae11d90722723c1882890ba4b0ba8338eadeb1ecd,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M05_PHYSICAL_EXECUTION_SPEC_v2.1.md,8391,7315bc7f2937c652967141dddbe1d3e151a0c9835ad21b2bdf4895f3bdb5b513,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M06_PHYSICAL_EXECUTION_SPEC_v2.1.md,8388,9337b8ca83b7309dfd57a31a904391d46c21888f6ee1fde93bbaefd7bc89dc3b,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/M07_PHYSICAL_EXECUTION_SPEC_v2.1.md,8514,662cf023986fc73f6684c928b3c4e00ba5e8e01b2ad07951945b5c9de67808e7,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/23_M01_M07/W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1/RUMAHAGEN_W4-02A.6.27_FOCUSED_EXECUTION_PACK_M01-M07_v2.1.md,12149,ffdcb89752116a428d687955f911c8769cdd4828096a2f8ec60ff28c75abe543,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1.md,12958,a6b879e6d81f1cbb6a3eade8caa71a950432d44488db21fe45b667cd9fa0fdb3,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1.zip,29640,54c2560d7f247793f8b26ea8f2ee3128334432d748c09e97ab7be1f5558d3208,.zip,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M08_PHYSICAL_EXECUTION_SPEC_v2.1.md,6775,d2033671ce0e13b29483fad93756ff1ebfafcaa24585763f4bc68de6a7859926,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M09_PHYSICAL_EXECUTION_SPEC_v2.1.md,6944,7d39bb462699dc346c5ecf441996cd9a8e7b1bc5d969604463c810c1d4c34545,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M10_PHYSICAL_EXECUTION_SPEC_v2.1.md,6625,0954001b40b9aa4289cf174f807c2625dc4a4f5f373c120c12f28696ecddd8f2,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M11_PHYSICAL_EXECUTION_SPEC_v2.1.md,6695,adfc6ce099de713b1bd60194bed59b35cb9dda5ecc99ceec5ccbe96894ee5a70,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M12_PHYSICAL_EXECUTION_SPEC_v2.1.md,6477,c01c5da1353a7f689b56d06242f248e0851d2bf5b92fa24fdbc12666e53e8930,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M13_PHYSICAL_EXECUTION_SPEC_v2.1.md,6463,8e8f14c0bc0ff8ec33155671ef9c903168894ee6c0111a9d9deb6c2f4ae6ea27,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M14_PHYSICAL_EXECUTION_SPEC_v2.1.md,6787,f9f25be2e5e1b541674662f6a4680467c75ba635fad2e665003cf9df780591f1,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/M15_PHYSICAL_EXECUTION_SPEC_v2.1.md,6642,b86968510b07731383990e40540f9a04b8273d8969fc6814530ebc17e5dd8088,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
RUMAHAGEN_WIREFRAME_CORE_FINAL_SOURCE_PACK_v1.2/24_M08_M15/W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1_EXTRACTED/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1/RUMAHAGEN_W4-02A.6.28_FOCUSED_EXECUTION_PACK_M08-M15_v2.1.md,12958,a6b879e6d81f1cbb6a3eade8caa71a950432d44488db21fe45b667cd9fa0fdb3,.md,core,RECURSIVE_ARTIFACT_INVENTORY,INVENTORIED
