path,size_bytes,sha256
00_PREVIOUS_STEP07_v1.0/14_STEP07_PROVENANCE_REGISTER_223_v1.0.csv,129107,2a7e7ec1b18702ac77a4a971bfbc25bbed038e2d662bcf23f944b88ce7e73383
00_PREVIOUS_STEP07_v1.0/15_STEP07_DEEP_SCAN_COVERAGE_SUMMARY_v1.0.csv,84,316eb1c3631e744f4a8feb60b92bc86b2d0f138e034f07d2b514e87841aa4594
00_PREVIOUS_STEP07_v1.0/16_STEP07_FINAL_GATE_CHECKLIST_v1.0.csv,1649,0d8b776af69bd28839cc5a4c1523de065629aef87813873f356d92a635583990
00_PREVIOUS_STEP07_v1.0/17_STEP07_AUTHORITY_GRAPH_v1.0.json,11630,00893c840e08dec1f52e7473af6f1959d94ec52069a5498d9786131c101e4347
00_PREVIOUS_STEP07_v1.0/18_STEP07_OUTPUT_MANIFEST_SHA256_v1.0.csv,2332,252a37d4338b69855a20e106e56652bb738d5e0c8fdafe4a7dd9eefa52ba3069
00_PREVIOUS_STEP07_v1.0/README_STEP07_FULL_VERSION_v1.0.md,1240,3885badbf888cb67bc0528a1f477f7b40fbdaca5f283ec6b46c140438bdf2c8d
00_STEP07_FULL_REPORT_v1.1.md,5648,6d034788a6c55f4e821f4613c46db1e2a95c141290789d48c3c2f9ee7e6c28b5
01_STEP07_v1.1_INPUT_IDENTITY_SHA256.csv,772,3acf1b51c0d4bc72d1f9a8bb546bb38cb5a1a6f1ad70fefb215ca6719e25dadf
02_STEP07_v1.1_STEP_SYNC_CORE_RAR_MEMBER_INVENTORY.csv,512,1142d2c3d29fc6bd2bf2273d972f00a49894174c8c8be89914a8643637e2c2d3
03_STEP07_v1.1_RECURSIVE_SOURCE_ARTIFACT_INVENTORY_2374.csv,736030,1e85da2725cd6d5142239071936c4d4d4a626b8a5403a567683ed72f5182c066
04_STEP07_v1.1_PRE00_COMPLETE_ARTIFACT_COVERAGE_18.csv,4527,41dfeca4324b2a0066bdaa05fd624be9f75b65016a54db693926ed6ad1020f48
05_STEP07_v1.1_CORE_V1.3_FROZEN_ARTIFACT_COVERAGE_76.csv,21321,d6aa5b50017b98414fa700a63f5c8c5f5dd693b9f24d166e349069add5a9fbe8
06_STEP07_v1.1_M01-M15_AUTHORITY_REGISTER_15_PRESERVED.csv,4086,ded1b6093590cdbf85ef85e6265dec40e8f78dda6ac1fbe8b8e90e2f6c6e4b1f
07_STEP07_v1.1_FINDING_AUTHORITY_RECONCILIATION_223_PRESERVED.csv,88978,03e9dc09ce7105b6487f03eea675c7cd497d73e6b728933fac30cd2fda3d1411
08_STEP07_v1.1_COMPLETE_INTEGRATION_COVERAGE_LEDGER_54.csv,8120,7bd432d186b09910eb387a43d53761ce6a6cb32d481c4f1f1514a6d4e87a0c66
09_STEP07_v1.1_ORPHAN_CONTROL_REGISTER.csv,9714,d0a621b40292ecf623151dd02cd9b69a8f1f153f04c1bf71077a47acf4bb2cd8
10_STEP07_v1.1_CROSS_MODULE_BOUNDARY_REGISTER_15_PRESERVED.csv,3314,929e2b4f81ca452ba7923251a8826816400ae487ab61ecada2f0ab9941d3e23f
11_STEP07_v1.1_CORE_AUTHORITY_RECONCILIATION_76_PRESERVED.csv,52088,72fd74b931afcdccf94058151f532dc98dc75646c2070f6eed8a4b5b3aef85a6
12_STEP07_v1.1_AUTHORITY_RELATIONSHIP_REGISTER_PHYSICAL_COUNT_CORRECTED.csv,6404,c420bc243fc2b981609c6ce22750fa0906944ae10cd6830ae18aab58df49084b
13_STEP07_v1.1_CORRECTION_AND_HARDENING_REGISTER.csv,1188,014ace69337e7430b11b88490e150bf121729a413d1e6670e560c68407dff7f5
14_STEP07_v1.1_DEEP_SCAN_COVERAGE_SUMMARY.csv,922,4293605e37395510dbf22386f0f882a7299e67e407256e0f97ff79102f3d078b
15_STEP07_v1.1_MODULE_COVERAGE_CONTROL_SUMMARY.csv,293,ed850fcf37c8c0cca316e3d902dfd2e55e102252c052d896d8dfa7ac2da71f9f
16_STEP07_v1.1_AUTHORITY_GRAPH_PRESERVED.json,11630,00893c840e08dec1f52e7473af6f1959d94ec52069a5498d9786131c101e4347
17_STEP07_v1.1_FINAL_GATE_CHECKLIST.csv,1374,062c908a8148a52abbbd391ea7f067108789e9082bae74edda474668a1efc665
README_STEP07_FULL_VERSION_v1.1.md,666,4db140bb1092af0fa32e6768562a66bdbd597a1a7db5c53d97ed35e96711d182
