wp_id,module,batch_id,work_package,parent_authority,locked_module_scope,hard_dependencies,activated_conditional_dependencies,p9_entry,p9_scope,p9_exit,functional_context,technical_context,api_context,rbac_rls_context,schema_physical_context,ui_ux_flow_state_context,seo_discovery_context,previous_green_checkpoint,current_repository_artifact_state,in_scope,out_of_scope,stop_conditions,testing_evidence,context_priority
M03-P4-WP03,M03,B04,Refresh Action & Allowance Contract,Listing + Refresh action/eligibility authority,Listing/Refresh action authority; Direct Publish; field locks; Sold/Rented/Suspended states; refresh allowance consumed from M14; Listing lifecycle remains M03.,M01; M10; M12; M14,M09; M02; M06,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M03-P4-WP04,M03,B04,Search/Media/Validation,Listing + Refresh action/eligibility authority,Listing/Refresh action authority; Direct Publish; field locks; Sold/Rented/Suspended states; refresh allowance consumed from M14; Listing lifecycle remains M03.,M01; M10; M12; M14,M09; M02; M06,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M04-P4-WP01,M04,B05,Content,Learning/session/evidence-production authority,Learning Economy free-to-learn/LP; Learning Path; Session; evidence production; Session remains Learning; LP transaction/provenance; M15 consumes evidence.,M01; M10,M09; M12; M05; M14,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M04-P4-WP02,M04,B05,Enrollment,Learning/session/evidence-production authority,Learning Economy free-to-learn/LP; Learning Path; Session; evidence production; Session remains Learning; LP transaction/provenance; M15 consumes evidence.,M01; M10,M09; M12; M05; M14,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M04-P4-WP03,M04,B05,Activity/Completion,Learning/session/evidence-production authority,Learning Economy free-to-learn/LP; Learning Path; Session; evidence production; Session remains Learning; LP transaction/provenance; M15 consumes evidence.,M01; M10,M09; M12; M05; M14,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M04-P4-WP04,M04,B05,Learning Economy,Learning/session/evidence-production authority,Learning Economy free-to-learn/LP; Learning Path; Session; evidence production; Session remains Learning; LP transaction/provenance; M15 consumes evidence.,M01; M10,M09; M12; M05; M14,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M04-P4-WP05,M04,B05,Learning Path,Learning/session/evidence-production authority,Learning Economy free-to-learn/LP; Learning Path; Session; evidence production; Session remains Learning; LP transaction/provenance; M15 consumes evidence.,M01; M10,M09; M12; M05; M14,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M04-P4-WP06,M04,B05,Session/Evidence Handoff,Learning/session/evidence-production authority,Learning Economy free-to-learn/LP; Learning Path; Session; evidence production; Session remains Learning; LP transaction/provenance; M15 consumes evidence.,M01; M10,M09; M12; M05; M14,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M05-P4-WP01,M05,B04,Event Core,Event/registration authority,Event/Registration; Event lifecycle remains M05; Event Registration distinct from Learning Session Enrollment.,M01; M10,M09; M06,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M05-P4-WP02,M05,B04,Registration/Waitlist/Attendance,Event/registration authority,Event/Registration; Event lifecycle remains M05; Event Registration distinct from Learning Session Enrollment.,M01; M10,M09; M06,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M05-P4-WP03,M05,B04,Calendar/Session Boundary,Event/registration authority,Event/Registration; Event lifecycle remains M05; Event Registration distinct from Learning Session Enrollment.,M01; M10,M09; M06,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M05-P4-WP04,M05,B04,Provider/Validation,Event/registration authority,Event/Registration; Event lifecycle remains M05; Event Registration distinct from Learning Session Enrollment.,M01; M10,M09; M06,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M06-P4-WP01,M06,B03,Developer/Project Core,Developer/project/claim authority,Developer/Project/Marketing Kit/Claim; company logo; free-text Tentang Developer; Project compatible source for Listing; Marketing Kit: Developer own-scope upload/edit/delete/view; Admin/Superadmin All; Agent/Buyer/Manager/Partner View.,M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M06-P4-WP02,M06,B03,Project Media & SEO,Developer/project/claim authority,Developer/Project/Marketing Kit/Claim; company logo; free-text Tentang Developer; Project compatible source for Listing; Marketing Kit: Developer own-scope upload/edit/delete/view; Admin/Superadmin All; Agent/Buyer/Manager/Partner View.,M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M06-P4-WP03,M06,B03,Marketing Kit,Developer/project/claim authority,Developer/Project/Marketing Kit/Claim; company logo; free-text Tentang Developer; Project compatible source for Listing; Marketing Kit: Developer own-scope upload/edit/delete/view; Admin/Superadmin All; Agent/Buyer/Manager/Partner View.,M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
M06-P4-WP04,M06,B03,Claim → Listing Handoff,Developer/project/claim authority,Developer/Project/Marketing Kit/Claim; company logo; free-text Tentang Developer; Project compatible source for Listing; Marketing Kit: Developer own-scope upload/edit/delete/view; Admin/Superadmin All; Agent/Buyer/Manager/Partner View.,M01; M10,M09,PREDECESSORS_AND_HARD_DEPENDENCIES_REQUIRED,IMPLEMENTATION_CONTRACT_ALIGNMENT_ONLY,CONTRACT_ALIGNED_AND_EVIDENCE_CAPTURE_DEFINED,Load only the functional rules directly touched by the locked module scope above and its mapped Core findings.,Load current implementation/engineering contract for this WP from P9/P10_AI_BLUEPRINT; do not infer missing architecture.,"Load only current authoritative API contract material relevant to this WP. If an identifier/contract is absent, STOP rather than invent it.",Load current M10 authorization/RLS context when the WP crosses authorization boundaries; otherwise retain only applicable permission/scope constraints.,Load relevant current ERD/schema/physical contract only when data/DB work is in scope; W4-01E/W4-02/W4-03 boundaries remain intact.,Load when WP changes UI/flow/state; preserve server-side state/authorization semantics.,Load when public discovery/SEO/analytics surface is touched; M11 remains discovery/measurement authority only.,"P9 accepted engineering alignment + P10_AI_BLUEPRINT accepted AI development blueprint, subject to carried residuals.",Use current repository/artifact state only as implementation evidence/context; never treat static state as runtime/production proof.,"The named WP plus exact locked module scope, mapped Core findings, applicable dependencies, tests and evidence.","Unrelated module internals, stale history, new business rules, new authority, unobserved runtime state.",Missing authority/contract/permission/schema/provider/architecture/physical requirement; unresolved conflict; unsupported identifier; unsafe mutation ambiguity.,Static + unit + integration + negative/security where applicable; evidence must match the claim; runtime/production claims require actual proof.,CURRENT AUTHORITY > ACTIVE WP > HARD DEPENDENCY > ACTIVATED CONDITIONAL > SUPPORTING CONTEXT > HISTORICAL PROVENANCE
