repo_relative_path,size_bytes,sha256
archive/source-packs-current/RUMAHAGEN_STEP09-D_DEPENDENCY_MANIFEST_SYNCHRONIZATION_FULL_VERSION_CORRECTED_REENTRY_v1.0.zip,64371,3751533dbce167e9a7dfd787b065dd8f2e513f4ad63762fe1b898d11703b0742
archive/source-packs-current/RUMAHAGEN_STEP09-E_CROSS_09_ARCHITECTURE_DEPENDENCY_RECONCILIATION_FULL_VERSION_v1.0.zip,250706,20b94c41c1fed812fb653efce6e789cfbed6d6fd05b941430bf292e316fdafba
archive/source-packs-current/RUMAHAGEN_STEP09-F_FINAL_GATE_AND_DOWNSTREAM_HANDOFF_FULL_VERSION_v1.2_RERUN_01_CLEAN.zip,8005,6fdcb4117d5c3327d6e4d4a83e2ec23d823d0fd3c2dcbb7ae35d7fb4b3fbe6f6
archive/source-packs-current/STEP10-A1_A2_B_C_D_CHAIN_RERUN-02_FULL_VERSION.zip,173343,bab0021387905c8b5bb0b417fcce3f27808b2975391bd8f5bb4ba332e4401043
archive/source-packs-current/STEP10-E_RERUN-04_FINAL_CORRECTION_FULL_VERSION.zip,165267,459481026b785ec9fbe5e251794e676d36f59166cbee930c35dc9c106ae4ee59
archive/source-packs-current/STEP14_FULL_CROSS_DOCUMENT_RECONCILIATION_FULL_REBUILD_PACKAGE_v1.1.zip,27812,8d12beeab3e038f5260c5d4686df4e2b848e97c4107ec43dcf86a60f6739dac8
archive/source-packs-current/Step11 Sync core.zip,905550,db6d96c9e0f9b9d22b17e44ffbdf00791b6eef8ccdc191c348f5fdb021f92826
archive/source-packs-current/pre-00 gate.zip,277791,f241d2cc281168a25767d938b954c3fd84ab9e51dbfeb072116449f2507b8751
archive/source-packs-current/step sync Step P.zip,1623992,fc94e25499f19ce4d6266547613795ddaea176b330ee094a1ec5cc13f2bd01c6
archive/source-packs-current/step12 sync core.zip,506801,91dbdadea5f00bc9d3aab3f7eb2f9fa9be5177620599b1ec01d393ddc2d069eb
archive/source-packs-current/step13 sync core.zip,240319,9e8798242781b11fe4cb784cee1f71e28d9d5bf20fe02f43215007271485f0c3
audit/CURRENT_SOURCE_PACK_MANIFEST.csv,7474,55baf73c0dae99e3c08e6e65b29115c6c8584429d074e79f89e1ae1e2aff024c
audit/DEEP_SCAN_REPORT.md,3754,c0527dcb90a316840f153b24cefe7b92ae2ab63443e8b21e88c59f91a234ef69
audit/FULL_RECURSIVE_CORPUS_MANIFEST.csv,279628,c28aa67b5744a65e460b6f304b15663bd312bf7a75702b1f95d222817a59d60d
docs/core/current/00-governance/STEP-00/FINAL-M10-AUTHORIZATION-IMPACT-UPDATE-RECONCILIATION-FULL-v1.2.md,45100,2900a7431c6f2954335000327c64a3da972b1eb1d58aa71f966755fac1a8bd0d
docs/core/current/00-governance/STEP-00/PRE-00-A-A_M14_V2.1_TO_V2.2_VERSION_LINEAGE_RECONCILIATION_FULL_v1.0.docx,43408,971af2227ec78982d74258973cc78abde8757e05996c31f89512434837d4c91e
docs/core/current/00-governance/STEP-00/PRE-00-C_M01_IDENTITY_CONFLICT_GATE_FULL_v1.1.md,21272,a5388da1a2fef27ad47dae8334c5ff7dc4d4d3817cacce375aa42e04a6738d69
docs/core/current/00-governance/STEP-00/PRE-00-D_M02_PROFILE_PUBLIC_VISIBILITY_GATE_FULL_v1.1.md,27086,c215a58eaff0a119a3ba55634b228bd8aab3ca29884494e7c33e377e6e1c5f4f
docs/core/current/00-governance/STEP-00/PRE-00-E_M03_LISTING_REFRESH_GATE_FULL_v1.1.md,39936,48e85fb2fb81f5aca32613c3b50d76b421df60059a54f1129b4e2487b176c6d3
docs/core/current/00-governance/STEP-00/PRE-00-F_M04_LEARNING_GATE_FULL_v1.1.md,65272,c3f90fcfd318669f48e805e62b329ee37944f147737b0c636d189522e533d01e
docs/core/current/00-governance/STEP-00/PRE-00-G_M05_MANDATORY_DELTA_IMPACT_GATE_FULL_v1.0.md,54304,0311d50ba85eb81c41b5d90cccc6934ba833bff9ff59ed711255483110a0a533
docs/core/current/00-governance/STEP-00/PRE-00-H_M06_DEVELOPER_PROJECT_MARKETING_CLAIM_GATE_FULL_v1.1.md,54521,0f07ee67b8695aab5fdc99ece67db40aa90c919a867aadf29dde61a0d508e664
docs/core/current/00-governance/STEP-00/PRE-00-I_M07_DOMAIN_ALIGNMENT_GATE_FULL_v1.1.md,43682,d5e9a9f9301acf513d7d6329aac6951b476a1bd06390475286afd0ce38346741
docs/core/current/00-governance/STEP-00/PRE-00-J_M08_SCOPE_CONTROL_GATE_FULL_v1.0.md,46285,dba6792398e34590118b4a73e675b08fd6f90b02c5858748dd58638f02483cec
docs/core/current/00-governance/STEP-00/PRE-00-K_M09_ADMINISTRATION_AUTHORITY_GATE_FULL_v1.0.md,20762,8a7f87fa235ee8f9cf3fb9eb461839131dc784292935437671d31ac2f224fa23
docs/core/current/00-governance/STEP-00/PRE-00-M_M11_PUBLIC_DISCOVERY_SEO_TRACKING_MEASUREMENT_AUTHORITY_GATE_FULL_v1.1.md,30617,6173f2733527adb432285bca39a6ab9d19dd9318c38d34e838b74953eabacd8b
docs/core/current/00-governance/STEP-00/PRE-00-N_M12_ORGANIZATION_MEMBERSHIP_AUTHORITY_GATE_FULL_v1.0.md,32471,69173eda77814a73a16abfbb6673b2ed8c15d5c1904c17e5cc3f8b504212882b
docs/core/current/00-governance/STEP-00/PRE-00-O_M13_PROVIDER_CATALOGUE_BYOK_AUTHORITY_GATE_FULL_v1.0.md,39409,103fe619a622621702c63cd5159605cb82b89f01c4c2e88398f449d583b8239f
docs/core/current/00-governance/STEP-00/PRE-00-P_M14_COMMERCIAL_SUBSCRIPTION_QUOTA_PROMOTION_MONETIZATION_AUTHORITY_GATE_FULL_v1.2_MIDTRANS_MVP_CONFIGURABLE.md,95010,e0be3de3f1c3f82de6d229bd930f460630e4098555e49d039b1b341adfc223b2
docs/core/current/00-governance/STEP-00/PRE-00-Q_M15_QUALIFICATION_EVIDENCE_AUTHORITY_GATE_FULL_v1.0.md,45620,46ed028eb10f312117a27354fc1c440e78b0cbb1a9a6308bb8e0947b5ca3254c
docs/core/current/00-governance/STEP-00/PRE-00-R_CROSS_MODULE_CONFLICT_SCAN_FINAL_M01-M15_SEMANTIC_RECONCILIATION_FULL_v1.0.md,38469,13485cc5b0bbf1a26838000668ff19d75776b2bb2de8db2061ad0c8e2fe51200
docs/core/current/00-governance/STEP-00/RUMAHAGEN_M01-M15_RECON_TO_CORE_v1.1_INTEGRATION_GOVERNANCE_CHECKLIST_PRE-00.docx,45092,473305266d9a8b1d7e8594f504713722a1fc99f5753a3a1183f82b032bcd47d0
docs/core/current/00-governance/STEP-01/00_STEP01_OUTPUT_MANIFEST_SHA256_v1.0.csv,884,0cda0e526bd97458b47bdab55ea1d302256d644bcec1d32df1f6915eecb2d5fd
docs/core/current/00-governance/STEP-01/01_STEP01_M01-M15_RECON_AUTHORITY_FREEZE_FULL_REPORT_v1.0.md,8462,6ef5163c98178900bdf108ba5763b3fa88665aeb9e53299c333e022a7a50a615
docs/core/current/00-governance/STEP-01/02_STEP01_M01-M15_AUTHORITY_MATRIX_v1.0.csv,4704,ac82b0f345a286128ebf9ccad6f4a9535089bb63ab1de773367799c2a6582273
docs/core/current/00-governance/STEP-01/03_STEP01_RECON_SOURCE_INVENTORY_TOPLEVEL_v1.0.csv,6503,29059fb0ef3c918b66d38b90da37816f19fa83a37ee7e97d3ac2e9b65133a3df
docs/core/current/00-governance/STEP-01/04_STEP01_HISTORICAL_SUPERSEDED_SUPPORTING_EXCLUSION_REGISTER_v1.0.csv,1052,cb35ebd7d425684b183a3ad78a1380e6e6d5ee879a0ef6512012fb8ba8266e10
docs/core/current/00-governance/STEP-01/05_STEP01_Q01-Q64_M14_PROVENANCE_AUDIT_v1.0.csv,550,2e4666cac2d817403a3eab7bb625714a351089f13475e74b39bcad7b65c4c9ec
docs/core/current/00-governance/STEP-01/06_STEP01_VERSION_ID_EXCEPTION_REGISTER_v1.0.csv,684,2c55e6c007ecf9652a9b5db9a8cd9f002dcbb20bc3bcc84c3e6f538405d10dc4
docs/core/current/00-governance/STEP-01/README_STEP01_FULL_VERSION_v1.0.md,723,717481470c19a198518284790b357a2e381c73c70995e830b1acae489d551a98
docs/core/current/00-governance/STEP-02/00_STEP02_OUTPUT_MANIFEST_SHA256_v1.1.csv,1179,e603527a0a60891c1ad015f60465c6d93041edbeaaa3a4133998843152d15074
docs/core/current/00-governance/STEP-02/01_STEP02_MASTER_RECON_INVENTORY_FULL_v1.1.md,5855,00cf36c97972683a8b784182838f666735aa0c52fc353349e7e128cedefa6d56
docs/core/current/00-governance/STEP-02/02_STEP02_M01-M15_ARTIFACT_INVENTORY_FULL.csv,1138437,37215d93fe38f93196eafcc909674090320038e63889c932db6574eaba3f9818
docs/core/current/00-governance/STEP-02/03_STEP02_CURRENT_AUTHORITY_REGISTER.csv,4105,7e3f538cca6b4bfaf74d4ccc461972515c7012a92eb8363b7559137c3e3b8d77
docs/core/current/00-governance/STEP-02/04_STEP02_HISTORICAL_SUPERSEDED_SUPPORTING_REGISTER.csv,3593,ddbbc9de84eba1f85dd96e3c5f960b743aaefce63b03fba5a9d7d4e6280bf9b8
docs/core/current/00-governance/STEP-02/05_STEP02_SCOPE_CAPABILITY_INVENTORY.csv,3637,e4c598fab2e232bd0433c0423bab1a287f793c5b400a9f2393cba1b394f3d383
docs/core/current/00-governance/STEP-02/06_STEP02_CROSS_MODULE_DEPENDENCY_MATRIX.csv,19221,0bdb7ccf447e30a56172ad4f79239aa8bd2026cdb2ac1d6854ddad07ddf6277d
docs/core/current/00-governance/STEP-02/07_STEP02_CONFLICT_RESIDUAL_INVENTORY.csv,1393,5efd1281b04c951b1a3240c3c248cd0986588ae994077cad0d1b540380416025
docs/core/current/00-governance/STEP-02/08_STEP02_CHECKLIST_VERIFICATION.csv,1455,b6b024aa93a2434c2f602ac1f48e3e205f37fb2967552f62f638cf5a473819bf
docs/core/current/00-governance/STEP-02/09_STEP02_INTEGRATION_READINESS_REGISTER.csv,1566,9e554570b46062796ba8dfea0d5710ad827a873c01fa39aa46e8b13adea36baf
docs/core/current/00-governance/STEP-02/README_STEP02_FULL_VERSION_v1.1.md,929,fe8facf7f29321a2f550f40701380c64203037d0f8b4cac5f86b00824ce5a9a0
docs/core/current/00-governance/STEP-03/00_INPUT_DEEP_SCAN_MANIFEST_v1.3.csv,1177,72a21432039b13e0f90f0bd6028389b42adced418fd38501e906062174a5fb8a
docs/core/current/00-governance/STEP-03/00_OUTPUT_MANIFEST_SHA256_v1.3.csv,1501,cbf53d0da6672b12772b2395fbe78e263d252918cd8b0a28eff90e4e33ce59d5
docs/core/current/00-governance/STEP-03/01_STEP03_CORE_ARTIFACT_MAP_FULL_REPORT_v1.3.md,3942,2171c607d536eb0bc3e6770265d9f71b45961f2c76c18d31508ad2de717f52e7
docs/core/current/00-governance/STEP-03/02_STEP03_CORE_ARTIFACT_MAP_FULL_v1.3.csv,109151,df9506e78510f7e891ed800abddabef2495a0545c12d4ca1f0f6321500c6182e
docs/core/current/00-governance/STEP-03/03_STEP03_AUTHORITY_RESOLUTION_REGISTER_v1.3.csv,38387,6459a6078ab823e659d13d221717f154e831a105b384001397969cd555c214e1
docs/core/current/00-governance/STEP-03/04_STEP03_M01-M15_CORE_RELATIONSHIP_EVIDENCE_FULL_v1.3.csv,1080561,193ef5b7ce3bd3f040b4680866462d59d950fa92971784a5cc916c16ef20428a
docs/core/current/00-governance/STEP-03/05_STEP03_FINDING_TO_CORE_DETERMINISTIC_LINKAGE_FULL_v1.3.csv,235722,b995208421b951c6e99f01d28df544a1266d87fa50babae0a7dae17374dc5900
docs/core/current/00-governance/STEP-03/06_STEP03_MODULE_HANDOFF_SUMMARY_v1.3.csv,12936,315730ab062d2b4fdd240fd60ae0405a3018d4616992bbf3c9d9ccb07c5ab6ee
docs/core/current/00-governance/STEP-03/07_STEP03_DEPENDENCY_HANDOFF_MATRIX_v1.3.csv,95744,6bd5b50154f0ca6964bf82729e3101d0f9a0e8ffdb872e54ef15599eec1996e2
docs/core/current/00-governance/STEP-03/08_STEP03_RESIDUAL_AND_ORPHAN_AUDIT_v1.3.csv,2319,f17714695906a4575d15118b5f9e1487165b3d6973638301090e5d749c1d9dc0
docs/core/current/00-governance/STEP-03/09_STEP04_REOPEN_FEEDBACK_REGISTER_v1.3.csv,1576,23a8d5405366bfbe2b17a063ce25eeb10ed8387e75d840b38a94744acd1a4f23
docs/core/current/00-governance/STEP-03/10_STEP03_CHECKLIST_VERIFICATION_v1.3.csv,1203,c0351c33449b7761be061a3f0ce42c00b915d405b9c3ef3dbad8721a8932faf4
docs/core/current/00-governance/STEP-03/README_STEP03_FULL_VERSION_v1.3.md,1230,c6e14e62415c2bdb86e107fad67b2524a29a2ff3f2c8e8fc1b17a68b60511a3f
docs/core/current/00-governance/STEP-04/00_STEP04_INPUT_DEEP_SCAN_MANIFEST_v1.2.csv,1128,c685310c9446650a8608d7c8ba520886a5dbc16ed08fd0bc1d13625fff7d3c30
docs/core/current/00-governance/STEP-04/00_STEP04_OUTPUT_MANIFEST_SHA256_v1.2.csv,1796,c3047296a2cf0daebfe8a70534f6dbb3941d146e45437d18972fa579909931e8
docs/core/current/00-governance/STEP-04/01_STEP04_FULL_REPORT_v1.2.md,2884,d89f6578e33432ca30db54a7519d6856512957e1db971a36125516a4770d037e
docs/core/current/00-governance/STEP-04/02_STEP04_M01-M15_CORE_SYNCHRONIZATION_MATRIX_FULL_v1.2.csv,312083,dba4e5ce48156c1a1077c846758da767eb712b480553f4d0331097c048e31b73
docs/core/current/00-governance/STEP-04/03_FINDING_TO_STEP03_DETERMINISTIC_LINKAGE_REGISTER_v1.2.csv,235759,19f295bbfc25df109122004b25747ab3905f97836a8f04af3b2fed9264f3854a
docs/core/current/00-governance/STEP-04/04_STEP04_M01-M15_RELATIONSHIP_EVIDENCE_COVERAGE_FULL_v1.2.csv,1121090,f226a4d353b9f56dc35598e80843529a7ccea740eeb130e66d3e77e246482078
docs/core/current/00-governance/STEP-04/05_STEP04_MODULE_SYNCHRONIZATION_SUMMARY_v1.2.csv,499,550e4126f551143c372c8bffa10ea24bab8663b1c5213b0220a0c04b88159cb0
docs/core/current/00-governance/STEP-04/06_STEP04_CORE_ARTIFACT_SYNCHRONIZATION_SUMMARY_v1.2.csv,5212,6ba3acc616811b78ad3935b3a6226cf9d0163ae48d3433bc2cade49b2727f995
docs/core/current/00-governance/STEP-04/07_STEP04_PRESERVE_AUGMENT_ADDNEW_REGISTER_v1.2.csv,251166,220d4b824be1c355a1a8817dad6bc59f29d8d93ccee1e9c350984f63865b1da3
docs/core/current/00-governance/STEP-04/08_STEP04_RECONCILE_REGISTER_v1.2.csv,10929,c97c36a7ce040e922d0ffda0c69a2fe6dc537e286e737e19f331a88cdc45ac55
docs/core/current/00-governance/STEP-04/09_STEP04_CONTROLLED_NO_PROPAGATION_SUPERSEDED_REGISTER_v1.2.csv,51086,c54cf5e3286ff2d0a32a6719ebf26ef6ba4d60eb6c6221c45e5dfe2c3e6e3127
docs/core/current/00-governance/STEP-04/10_STEP04_DEPENDENCY_HANDOFF_REGISTER_v1.2.csv,58304,ed8c7ac720802848c3806531022bcd1d930ad8ec0ce546f6bebdbff60b89fdc0
docs/core/current/00-governance/STEP-04/11_STEP04_AUTHORITY_PROVENANCE_REGISTER_v1.2.csv,151397,a7a76c59a63c31c43e4f3333b949a1f20d8401add8f4f2c56e9ab65c1c57c5cf
docs/core/current/00-governance/STEP-04/12_STEP04_CHECKLIST_VERIFICATION_v1.2.csv,1398,04f4e6b72f8d82f348b4b8c7deb250aede31eab09b8d346411ca3ce85cfe1104
docs/core/current/00-governance/STEP-04/README_STEP04_FULL_VERSION_v1.2.md,674,b4616356799cda4e044e60e987555e61e3a3a31a1e20f12f380dca35bd2394a1
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/01_STEP05_CONFLICT_RESOLUTION_REGISTER_FULL_v1.0.csv,6373,3f605a49978a9f35a171e8ea7ab95d5866f2b08b11c7c01df20ded07950565e1
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/02_STEP05_CORE_EVIDENCE_ANCHOR_REGISTER_FULL_v1.0.csv,1946,a156ec4700e27bfd641a23ccb317c8e5b1a8bd17f93556313fd5175035fa44a1
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/03_STEP05_CORE_DETAIL_PRESERVATION_MATRIX_FULL_v1.0.csv,1138,d9f79f570fc3a1b57036c6182c7b9c7def6338ab1e6b73409a71938b464ae63d
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/04_STEP05_PROVENANCE_AND_DECISION_CHAIN_FULL_v1.0.csv,1902,1dcffe5f63187531b54669bcbf441f909718f7f84292123dae8ab92107f06d39
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/05_STEP05_INPUT_INTEGRITY_DEEP_SCAN_FULL_v1.0.csv,1153,b8d40d17561ce4262fa594fd7f427afbe57394440d437b710cd6e601b35a215a
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/06_STEP05_POST_RESOLUTION_CONFLICT_RESCAN_FULL_v1.0.csv,851,38bfe2aee1c1dff8a5acb9d30198b159212598f448f5ecb812e6543c68e33c31
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/07_STEP05_EXECUTION_CHECKLIST_FULL_v1.0.md,714,524efe62942d87a9e61065ce62ec4baa6bba61d938d51174e4b418af334dca9f
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/MANIFEST_STEP05_FULL_v1.0.csv,1089,b77c32d0324d038e098399674e1ddc2e35f93784c6c2b5b94b5c4e698db0e28b
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/README_STEP05_FULL_VERSION_v1.0.md,482,1e4825b780dff13bc6c33c720ed11d850435ebeecd85ce87f334548b15d0a831
docs/core/current/00-governance/STEP-05/00_PREVIOUS_STEP05_v1.0/STEP05_FULL_REPORT_v1.0.md,15243,2f47e6b2e4c2e1c76ae7797107a3b7ac73222e8c8da211f33e1afbbf796d380b
docs/core/current/00-governance/STEP-05/00_STEP05_FINAL_OUTPUT_MANIFEST_SHA256_v1.1.csv,2507,62ebcb7dfd0a372cd5f86c0b2fc29da8d830f04f583bf3c18cb979ca4746165a
docs/core/current/00-governance/STEP-05/01_STEP05_FINAL_DECISION_RATIONALE_REGISTER_v1.1.csv,7495,356ab6be6d4d1e5634b9d3551cba7579275c1c3b03225588a55f694a1704ce2a
docs/core/current/00-governance/STEP-05/02_STEP05_FINAL_ARTIFACT_LEVEL_RECONCILIATION_MATRIX_v1.1.csv,6681,44c110f249fa1a44fea3b9237fc079e6cf628c1ca0375f00a83469187ea8d592
docs/core/current/00-governance/STEP-05/03_STEP05_FINAL_GLOBAL_223_FINDING_IMPACT_SCAN_v1.1.csv,69265,e0343c054542361d43b1757d48ca9d676ed73008cbf8be332f3ed7865ae77f70
docs/core/current/00-governance/STEP-05/04_STEP05_FINAL_AUTHORITY_NON_OVERTURN_AUDIT_v1.1.csv,1380,8c3b5961c388324df4d70e38571bc6a66a481b922ec56bab938de73290dadc55
docs/core/current/00-governance/STEP-05/05_STEP05_FINAL_INPUT_COVERAGE_AND_INTEGRITY_AUDIT_v1.1.csv,1403,557b83f16e6105609e5989148aa564ab48944bbac824601b55ffc05a10562469
docs/core/current/00-governance/STEP-05/06_STEP05_FINAL_GLOBAL_CONFLICT_CLOSURE_SUMMARY_v1.1.md,788,10cb142f5811c1f5f9c67b75821f986c396b40f65f30718a308577a5b75ca26d
docs/core/current/00-governance/STEP-05/07_STEP05_FINAL_EXECUTION_CHECKLIST_v1.1.md,867,001eef77316fd413d374897163751bde6cdbdebe1309c4c13edb22d4ed34df89
docs/core/current/00-governance/STEP-05/README_STEP05_FINAL_FULL_VERSION_v1.1.md,329,65cb8503e85941da864356d06f03ff7ec49b0289b0ed637bb8e7b5e74f2564c4
docs/core/current/00-governance/STEP-05/STEP05_FINAL_FULL_REPORT_v1.1.md,17572,9fde011f9a44c9f5d209ffd2b3cd91dbe3ed37c3e1204d180187e214db5b523b
docs/core/current/00-governance/STEP-06/00_M01-M15_CURRENT_AUTHORITY_DEEP_SCAN_MANIFEST_v1.1.csv,7167,1a9393e6e27bba3482734bd235252f03115d2d280d2b2e8734b651dbdd92a7de
docs/core/current/00-governance/STEP-06/00_STEP06_FULL_REPORT_v1.1.md,6680,0b3337b4b22d7d7163ff6a933c4e204075851bd7c28253176d8a28f4cb5acb22
docs/core/current/00-governance/STEP-06/01_STEP06_INPUT_DEEP_SCAN_MANIFEST_v1.1.csv,1091,3ee08c08d66f733efb5f3a1fa6f280a9507e25c5dbde1c82bfc85dd89d8edb78
docs/core/current/00-governance/STEP-06/02_M01-M15_RECON_RECURSIVE_DEEP_SCAN_INVENTORY_v1.1.csv,596606,705c16a17962bb65f797f91d1238912a6669926f7dbeb250e279ecc79fe46de3
docs/core/current/00-governance/STEP-06/03_STEP06_CORE_DETAIL_PRESERVATION_AUDIT_RECURSIVE_76_v1.1.csv,28492,5cfe4fa51ef4782b1e77044b6dadf2afe273517e95c30f6e6fc1f8c34c452737
docs/core/current/00-governance/STEP-06/04_STEP06_GRANULAR_SEMANTIC_DIFF_CORE_VS_M01-M15_FULL_223_v1.1.csv,534139,691ba4b4059a0559dcc91fa8147256fd40231e8c078b7dd47fd6542f0dc7d352
docs/core/current/00-governance/STEP-06/05_STEP06_LIFECYCLE_PRESERVATION_MATRIX_23_TARGETS_v1.1.csv,61967,c68c8d10a8f0db8fb6784a8ef451cd7f3b709f2e7d4d049e70d4b7a8d3ae4ee1
docs/core/current/00-governance/STEP-06/06_STEP06_RULE_DELTA_UPDATE_AUDIT_FULL_73_v1.1.csv,24737,ed2c3cc5c10088bca129a1ac59130195d7cc35b1359596d3a941fe3aac5b6f1f
docs/core/current/00-governance/STEP-06/07_STEP06_DUPLICATE_SEMANTIC_CONSOLIDATION_AUDIT_FULL_223_v1.1.csv,89339,d3d8f15cd47e90f93c647d417c077240d75b3aabd355b7420ccbaa5a616f8798
docs/core/current/00-governance/STEP-06/08_STEP06_ADDITIVE_SEMANTIC_MERGE_REGISTER_FULL_223_v1.1.csv,269163,905a71aca71b3c8d57b13bffa4ec3aa7bd7604060ef98424861bde9211be3135
docs/core/current/00-governance/STEP-06/09_STEP06_RECONCILE_APPLICATION_REGISTER_ENHANCED_7_v1.1.csv,7088,3d7aa6eefe09bc712ad70812d5dece20964abedd2b770994474e57fd270347d9
docs/core/current/00-governance/STEP-06/10_STEP06_NO_REPLACEMENT_DELETION_CONTENT_AUDIT_FULL_76_v1.1.csv,25777,dad22bac641a18359a7e4a97d3076b8c83ae45e025cdcab2a399e57d2e030d39
docs/core/current/00-governance/STEP-06/11_STEP06_AUTHORITY_PRESERVATION_AUDIT_v1.1.csv,5859,867712f789a54cd989e06508b8487824c184936529d82bf84f6dc9ae79abe802
docs/core/current/00-governance/STEP-06/12_STEP06_PROVENANCE_COMPLETENESS_REGISTER_FULL_223_v1.1.csv,209259,8c9eb5abe95763e99e272e10c812e53e4b53751d6f69fc24a33b2c0ddcafa732
docs/core/current/00-governance/STEP-06/13_STEP06_CLOSURE_AND_GATE_AUDIT_v1.1.csv,586,efd84d445a4cfd7045e4a3ccfd1dc7e5f13ede4b038fae7ff335f2eaf6068890
docs/core/current/00-governance/STEP-06/14_STEP06_SEMANTIC_MERGE_CANDIDATE_FULL_v1.1.md,30312,d6968aeaf9fae302f37b5c2cccec44bbe3f8466b5af75e452d39d46d74e6c90c
docs/core/current/00-governance/STEP-06/15_PRE00_GATE_RECURSIVE_INVENTORY_v1.1.csv,2468,e77a1d0db52917e98b4bfc17d9ef665069648b1049aa0a02e273551a5a5c23d4
docs/core/current/00-governance/STEP-06/16_STEP_SYNC_CORE_RAR_EMBEDDED_PACKAGE_INVENTORY_v1.1.csv,1206,043b071e2823329a0cc722302fd29de26e1745a3959c2d0a7a623bbb77633d5b
docs/core/current/00-governance/STEP-06/17_STEP06_EXECUTION_CHECKLIST_FULL_v1.1.md,2168,74d52cc61d37c7cc95c103cb4cca1999a695cc17b50b029fb93caa6330210599
docs/core/current/00-governance/STEP-06/18_STEP06_DEPENDENCY_HANDOFF_v1.1.md,1424,29bb6de6cdb0785366e856ff2569a2629411c7e243cbb1f584e6ad88005a1478
docs/core/current/00-governance/STEP-06/19_STEP06_OUTPUT_MANIFEST_SHA256_v1.1.csv,2805,9616595936bdf8c6508d77cbcdc61e9abb6f9a30c83bdc38b5b794e769a68c9e
docs/core/current/00-governance/STEP-06/HISTORICAL_STEP06_v1.0.zip,54130,92ff14839e9a9d52f3d7f97f65d4f8fe944120326fb838ae2637ad700e68b353
