path,sha256,size
WF-04.05/Desktop/ADM-LRN-011_Credential-Management_v1.2.png,4e8bfae1fa19e489d6e933d8a935ba48ca935cd430447afe301ba87a51ee2b14,73809
WF-04.05/Desktop/ADM-LRN-012_Learning-Reconciliation_v1.2.png,a28934685332e4d00cf438e5162160d4cb44604892aca44b0317f24700ffd157,69187
WF-04.05/Desktop/ADM-LRN-013_Partnership-Learning-Result_v1.2.png,a157f38f497413a55e845747915f4d53a8ffa9a9f40a2cde84843a3704a26c09,69197
WF-04.05/Desktop/LRN-007_Learning-Result-Certificate_v1.2.png,6ef99dcb2e8a8ec9a7a43993a46b865dd38f09f0fcfd92a5f56be78d794f5dd3,75305
WF-04.05/Desktop/LRN-008_Skills-Learning-Outcomes_v1.2.png,d5d5adeb55e06cd6eaad50db09d70eb97bd365b4b6656e9dbe08a068e0ce4d21,75408
WF-04.05/Desktop/LRN-009_Learning-History_v1.2.png,5e7338da472bd236bd0cff8fa4522599e46eea1e394b87ce879145b02987df36,71109
WF-04.05/Docs/FIELD_SEMANTIC_COVERAGE.csv,5ac78582d9d77460ab88182b4d089416e38bc5297235ceb3b6086a6457dae4d0,812
WF-04.05/Docs/SCOPE_AND_BOUNDARY.md,c301ed61566d01b43748ba220b1f4a34ed71296ce7f3fe4dd8ef05359891b0db,2125
WF-04.05/Docs/SCREEN_INVENTORY.csv,7877e9f28c8ccb46c52c142e37031f1577122318fa9922e47d6a89acf4b71900,2152
WF-04.05/Mobile/ADM-LRN-010_Skill-Management_v1.2.png,a89d9cc0fd27c6d0ea0fdbbe9af695dec7c2e7f5465a04fedb3525907438f17b,40347
WF-04.05/Mobile/ADM-LRN-011_Credential-Management_v1.2.png,4c08c3a757d5c71baa565e1dbbc99546d6c0a3633ebd58221c868717fb21410d,43352
WF-04.05/Mobile/ADM-LRN-012_Learning-Reconciliation_v1.2.png,208a7b8797441d5935c1d93d740eab02d8ffef3ecd98438a4b994c2cb7f45354,39084
WF-04.05/Mobile/ADM-LRN-013_Partnership-Learning-Result_v1.2.png,c35c1ed54397a487396bc6be62829f30143a5288d9d684e823dd15501d22e3e7,39980
WF-04.05/Mobile/LRN-007_Learning-Result-Certificate_v1.2.png,9fbcb20132919dbfd79725a63f7498c3e354cf909cff428ac6377397426a3c92,46783
WF-04.05/Mobile/LRN-008_Skills-Learning-Outcomes_v1.2.png,a5463a5f7699a7cbcd5a915bfc647047385322ae3b297f040184971166692196,43816
WF-04.05/Mobile/LRN-009_Learning-History_v1.2.png,3e36113ba00924cff132fe0b0bd1a6364334a77b654dfb58c687720dbccbe10a,41863
WF-04.06/Desktop/ADM-LRN-007_Learning-Economy-Configuration_v1.2.png,c5ca4a1867c2fb248f4fa021b3614c9c45594a9abeef0f357e896ca6e13b9e20,71130
WF-04.06/Desktop/ADM-LRN-008_LP-Adjustment_v1.2.png,83deb97a4e0633a9964f8d42c1834cc3ba92733a2eb2f94ab2905932a0d3ef3e,68653
WF-04.06/Desktop/LP-001_LP-Overview_v1.2.png,91b09cb8be0f7de847da886a9c9df676c7bb88c696f8651a46f05a6d4d452442,68667
WF-04.06/Desktop/LP-002_LP-Transactions_v1.2.png,495e4c7a5d7e9dbb3ffb873427760792a468d0a1ceb63a8ea0e9ca665a3d013d,69938
WF-04.06/Desktop/LP-003_LP-Packages-Acceleration_v1.2.png,1d64ad8e5360241a3a3a353525b06e159d6880043f15d91834558706c9fcbc7a,74562
WF-04.06/Desktop/LP-004_LP-Redemption_v1.2.png,c0ef7ec0b318b8932d134bb1a565dbe59680e7636dafd0578d0e2f1f8a732587,68942
WF-04.06/Docs/FIELD_SEMANTIC_COVERAGE.csv,07db9e298f4e99d816c0728487176651a4d26b001e78c340cf547d1a3c3d39ad,956
WF-04.06/Docs/SCOPE_AND_BOUNDARY.md,50ea51d799cfa2b96b95f525a31d395302b18a1781437738a959ebbe5c83a47e,2111
WF-04.06/Docs/SCREEN_INVENTORY.csv,b75a2e6b1d52a9fdec6f4528bc647f2d8bc0247169b89cc059ab304c2fee6fd9,1856
WF-04.06/Mobile/ADM-LRN-007_Learning-Economy-Configuration_v1.2.png,477fa51644734686ae138c2f8056ac9ed82278dbf0c0743cc9414ab53587f255,44335
WF-04.06/Mobile/ADM-LRN-008_LP-Adjustment_v1.2.png,b0d214d20f00da89dc5fab12ab4e0b5836dfad264f320cda34be56f1bd10561c,38786
WF-04.06/Mobile/LP-001_LP-Overview_v1.2.png,7b114d87a1acc3f5666f4089896e50f84b085d06cfe8d04782b8fec505f2b7d3,39737
WF-04.06/Mobile/LP-002_LP-Transactions_v1.2.png,b84f1ff9ea8c951ff81eb13c0560c5c92abef94c151f242ef0ec7d90db197e18,40922
WF-04.06/Mobile/LP-003_LP-Packages-Acceleration_v1.2.png,6325e5dfd32c05933e2629049e44c476c8139c188320648944a9f312a2691395,43710
WF-04.06/Mobile/LP-004_LP-Redemption_v1.2.png,ec511ad344648534d1660589f14696b6ddc944a55aea89ca1157be31c93e7bb8,39564
