step04_sync_id,module,finding_id,step04_classification,step05_global_status,resolution_impact,verification_note,core_artifact_id,core_section_heading
STEP04-0034,M03,M03-CI-003,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION
STEP04-0035,M03,M03-CI-004,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,20_MODULE_PLANNING/W4-02A.6.24_REVISED_MODULE_PLANNING_CURRENT_MODULE_DELIVERY_PLANNING_v2.1.md,# RUMAHAGEN — REVISED MODULE PLANNING
STEP04-0036,M03,M03-CI-005,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,17_SEO_ANALYTICS/W4-02A.6.21_SEO_ANALYTICS_SPECIFICATION_DISCOVERY_MEASUREMENT_BASELINE_v2.1.md,# RUMAHAGEN --- SEO / ANALYTICS SPECIFICATION
STEP04-0037,M03,M03-CI-006,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31
STEP04-0038,M03,M03-CI-007,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30
STEP04-0039,M03,M03-CI-008,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30
STEP04-0040,M03,M03-CI-009,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0041,M03,M03-CI-010,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0042,M03,M03-CI-011,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0043,M03,M03-CI-012,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0044,M03,M03-CI-013,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,19_IMPLEMENTATION_STRATEGY/W4-02A.6.23_MODULE_IMPLEMENTATION_STRATEGY_INTEGRATED_IMPLEMENTATION_SEQUENCING_v2.1.md,# RUMAHAGEN — MODULE IMPLEMENTATION STRATEGY
STEP04-0045,M03,M03-CI-014,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31
STEP04-0046,M03,M03-CI-015,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0047,M03,M03-CI-016,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0048,M03,M03-CI-017,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,26_ENGINEERING_ALIGNMENT/W4-02A.6.30_ENGINEERING_ALIGNMENT_GUIDEBOOK_PLAYBOOK_v2.1.md,# RUMAHAGEN — W4-02A.6.30
STEP04-0049,M03,M03-CI-018,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,12_API/W4-02A.6.16_API_SPECIFICATION_CURRENT_API_CONTRACT_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0050,M03,M03-CI-019,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,CAM11-0047,## 19. Controlled residuals
STEP04-0051,M03,M03-CI-020,NO-PROPAGATION,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0052,M03,M03-CI-021,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,27_AI_BLUEPRINT/W4-02A.6.31_AI_DEVELOPMENT_BLUEPRINT_v2.1.md,# RUMAHAGEN — W4-02A.6.31
STEP04-0053,M04,M04-CI-001,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0054,M04,M04-CI-002,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0055,M04,M04-CI-003,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0056,M04,M04-CI-004,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0057,M04,M04-CI-005,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0058,M04,M04-CI-006,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0059,M04,M04-CI-007,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0060,M04,M04-CI-008,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0061,M04,M04-CI-009,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0062,M04,M04-CI-010,ADD-NEW,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0063,M04,M04-CI-011,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0064,M04,M04-CI-012,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0065,M04,M04-CI-013,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0066,M04,M04-CI-014,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,30_RECONCILIATION_EVIDENCE/W4-02A.5R_SOURCE_UPDATE_REVALIDATION_v1.1.docx,NO_HEADING_DETECTED
STEP04-0067,M04,M04-CI-015,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0068,M04,M04-CI-016,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,13_RBAC_RLS/W4-02A.6.17_RBAC_PERMISSION_RLS_CURRENT_AUTHORIZATION_BASELINE_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED
STEP04-0069,M04,M04-CI-017,CONTROLLED,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0070,M06,M06-CI-001,AUGMENT,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,11_DATABASE_SCHEMA/RUMAHAGEN_FULL_DATABASE_SCHEMA_SOURCE_ONLY_PACKAGE_v1.0.zip,NO_HEADING_DETECTED
STEP04-0071,M06,M06-CI-002,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0072,M06,M06-CI-003,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,16_UI_UX/W4-02A.6.20_UI_UX_SPECIFICATION_CURRENT_INTERFACE_BEHAVIOR_CONTRACT_v2.1.md,# RUMAHAGEN — UI / UX SPECIFICATION
STEP04-0073,M06,M06-CI-004,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
STEP04-0074,M06,M06-CI-005,PRESERVE,UNAFFECTED_PRESERVE,NO_STEP05_SEMANTIC_CHANGE,STEP05 resolution scope does not target this finding; retain STEP04 classification and downstream dependency as-is.,04_ARCHITECTURE/W4-02A.6.5_SYSTEM_ARCHITECTURE_FULL_CONSOLIDATED_v1.8.docx,"# developer-projects, calculator (dbr), notifications, rbac, seo"
