source_relative_path,bytes,sha256
AEP4 impact/RUMAHAGEN-AEP4-STEP-12-PRD-PRODUCT-REQUIREMENT-IMPACT-v1.0.docx,42172,4d4663b81ac044b0f84e8e94495279633f8b2e86239a1f80c6f0b4edd51e5a52
AEP4 impact/RUMAHAGEN-AEP4-STEP-13-ENGINEERING-GUIDEBOOK-PLAYBOOK-IMPACT-v1.0.docx,43090,af042345a6dcf95fb45693dd3c1f49660e09ca5c02e0039de9be607c22a478f0
AEP4 impact/RUMAHAGEN-AEP4-STEP-14-TEST-BUSINESS-RULE-TRACEABILITY-v1.0.docx,42140,544ff1703dd1ca8e3084e042a299a1ecd18778bce911e66680a1fb6185bb345e
AEP4 impact/RUMAHAGEN-AEP4-STEP-15-CROSS-DOCUMENT-RECONCILIATION-v1.0.docx,41405,4a6b4e46d6b9249b99d7c29a52b2a373eb22e496d4fe897dbd7f97af4a970fec
AEP4 impact/RUMAHAGEN-AEP4-STEP-16-FINAL-SYNCHRONIZATION-CONSOLIDATED-PACKAGE-v1.0.docx,42326,de0d59bfe69b07409b25b0689a5ac8c99fe63e1c9b464fa3dad0a9d9a0dbfaeb
Downloads/AEP_Learning_Economy_v1.0.md,16846,2853c748daa578cba237f485edff8577e671cb56839d8e2953015c0ec7bb4889
Downloads/AEP_Monetization_Subscription_Promotion_Payment_Gateway_v1.0.md,11521,0e77c59e756c9700a371bc8c7c536d9715d285479cfd1994baba23d8540966d3
Downloads/AEP_Title_Business_Rules_Baseline_v1.0.md,21289,39c7b21190c66ed38efea3778b1ae68f82407ed7771a40e67c5349c482c69a2f
Downloads/Business_Rules_Learning_Economy_RumahAgen_v1.0.md,20601,edd01f32d9552d819e365cea8c9cae2b0d4c5ba6fb35fb6d263c574c98ca6409
Downloads/Learning_Session_Architecture_Evolution_v2(1).pdf,4394,17b63e4019cd43ca657f0d030d8f92c924e56ee6c7fb2db695635cfa64c28651
Downloads/RUMAHAGEN_Architecture_Evolution_Monetization_Subscription_Promotion_v1.1.docx,43812,bd13a988f9eec02c5a620c1de1e45a320c189c591653dbdc2c8291315aa2fdb8
Downloads/RUMAHAGEN_Business_Rules_Baseline_v1.0_FINAL.docx,45753,577ce601bdab043421a7412cb70e93363d60634d922ff88fa08dd6bd7a2127e3
Downloads/RUMAHAGEN_CURRENT_ARCHITECTURE_IMPACT_ANALYSIS_v1.0.md,24193,5fd41eaf447acbcfd501924c3b2964134fc842c77ef5eb68142e3267ebaf4677
Downloads/RUMAHAGEN_Learning_Session_AEP_and_Business_Rules_v1.0.md,21016,8d8ced84fb29e1a4e27be7061c377b9f93ebdf3fa55d7147c8072973065fb15e
Downloads/Title_Business_Rules_Baseline_v1.0_Consolidated.md,19022,b29db9332ab374e22eaee51f4b9f2835903001da22c037faef9cca9d53cac1d1
Master AEP dan BR update/ADR-BATCH-READINESS-MATRIX-v1.0.md,11608,70634f04a5c6fd271239b957e545947eb4c81be41ad87318248e96d946301d5c
Master AEP dan BR update/ADR-INVENTORY-HYGIENE-v1.0.md,4856,7f8d9a0929ecec19710e9efd932cebf6103756274e888635d21a14572b3a8410
Master AEP dan BR update/ADR-MASTER-SEQUENCING-DRAFTING-PLAN-v1.0.md,54498,46527a31c11d26df7871430c3f5a84939e5d6a34321c5c1f4d447580c524350d
Master AEP dan BR update/COMMERCIAL-AEP-RECONCILIATION-v1.0.md,15132,b3e1579c115d815192ffdcc3de0eca5c863b39891313b27d3304e8339a35194e
Master AEP dan BR update/GOVERNANCE-PRE-ADR-RECONCILIATION-v1.0.md,17268,3cf3cf6a59f8a623e5f7aa3c17f09f99f8717fe67d3a79ad9b57b0f7645a23ac
Master AEP dan BR update/MADCR-DEPENDENCY-HYGIENE-v1.0.md,5486,29b144d6a419460b42b15ccd6fb2beb4f24fb1a93de87d96322f6bbdfcdeb64a
Master AEP dan BR update/MADCR-v1.1-CORRECTION-CANONICALIZATION.md,82157,318db132222e7f2436a7126df5e3277e6095d90ca7dd8d5b788016e1f15b647a
Master AEP dan BR update/MAEP-v1.0-VALIDATION-REPORT.md,39833,728a19073a687ab4c07af75cc150340cb2ea9a67ee6f132665b81882e42009ab
Master AEP dan BR update/MAEP-v1.1-CHANGE-REGISTER.md,12727,257c7be50b5c519ef832f58a5ef58ac238f4237d312fb8c475416d6a24c7e9ad
Master AEP dan BR update/MAEP-v1.1-CORRECTION-SYNCHRONIZATION.md,40570,5eb0a32898264e0698125768feefb95ca51c3bfad1064d1f66e43c29d24e070d
Master AEP dan BR update/MAEP-v1.1-DISCREPANCY-REGISTER.md,7080,3f551d3b31e850cfe9594cc2612b7852096bc0072d54e45897947e99511bed46
Master AEP dan BR update/MASTER-ARCHITECTURE-DECISION-CANDIDATE-REGISTER.md,78387,b51c1f5756d7f4ef35c5303fc612585bf8b7f6d82749e953bbdc46e8cb9cc816
Master AEP dan BR update/MASTER-ARCHITECTURE-EVOLUTION-PROPOSAL.md,94144,54ea4320bc5eafda9affd9cc1b64b9d0f8c365ffca5aa4ca4fe6bb4c79d8c14b
Master AEP dan BR update/MASTER-ARCHITECTURE-EVOLUTION-PROPOSAL_v1.1_CORRECTION-PROPOSAL.md,7682,fd45ee970c7f2cb98859b63c424485e6f6bdd33c1d3e8bedd0212636abc027e5
Master AEP dan BR update/MBR-SOURCE-RECOVERY-REGISTER-v1.0.md,7392,b5976af2db7eda930f788f06473122d030bc72ddb14861c0808ec26c6378169c
Master AEP dan BR update/PRE-ADR-DISCREPANCY-REGISTER-v1.0.md,4880,8c56b5a6afdc93f34cd737297619dcac1d0c43c4df1ed7d8154ba345b7b65a73
Master AEP dan BR update/RUMAHAGEN_COMMERCIAL_BR_RECONCILIATION_v1.1.md,9709,3cbb6c6059c3e952bd06b8683aa31534b8ca2b1e0fc0fe38ba2c011bc1dd3f30
Master AEP dan BR update/RUMAHAGEN_COMMERCIAL_BUSINESS_RULES_BASELINE_v1.0_PROPOSED.md,12814,7efddeb2bdf0ce0ecbb213c6c31263f0c38713f85954b7894d6e75b63d9288ee
Master AEP dan BR update/RUMAHAGEN_CURRENT_ARCHITECTURE_IMPACT_ANALYSIS_v1.0.md,24193,5fd41eaf447acbcfd501924c3b2964134fc842c77ef5eb68142e3267ebaf4677
Master AEP dan BR update/RUMAHAGEN_Learning_Session_AEP_and_Business_Rules_v1.0.md,21016,8d8ced84fb29e1a4e27be7061c377b9f93ebdf3fa55d7147c8072973065fb15e
Master AEP dan BR update/RUMAHAGEN_MASTER_AEP_v1.0.md,9546,cd54e4d2ae4101a065afb322bb4fcae2b00bdd2faf2f5d0705eb4dbf5d977e57
Master AEP dan BR update/RUMAHAGEN_MASTER_BR_FINAL_TRACEABILITY_GATE_v1.3.docx,40108,98768545f87eb01dde0b3c9560eac5327e5357603dc3081e22b6365182e10cf3
Master AEP dan BR update/RUMAHAGEN_MASTER_BR_TRACEABILITY_AUDIT_v1.0.md,10504,9fe3d3b2ec15d6ea2893efa54a4c0e3f4e7427378f102eda96008db2fb932c35
Master AEP dan BR update/RUMAHAGEN_MASTER_BUSINESS_RULES_v1.1_CONSOLIDATED.docx,48077,adbb867d867a744144639034dfa9a10683d9a9ed80a90ab308e460a43fe21573
Master AEP dan BR update/RUMAHAGEN_MASTER_BUSINESS_RULES_v1.2_FINAL_CONSOLIDATION_CANDIDATE.docx,42199,7641b85bc3efd515e2926136af448c94693c5df90d44e598698860373af649c8
Master AEP dan BR update/RUMAHAGEN_TITLE_BR_TRACEABILITY_AUDIT_v1.0.docx,42527,97e02c478310c9026130a31f5886916d79a1356c396c912508bd34fcaf1608bd
Master AEP dan BR update/RUMAHAGEN_TITLE_TRACEABILITY_RECONCILIATION_v1.1.md,6180,e3cb18d116719c8cb781032634b3eaf6b688f0d6d30e69036ca6e79fe2fbaac4
RUMAHAGEN-ARB-01-ACTIVE-CR06-v1.0/ARB-01-ACTIVE-STATUS.json,387,f2604ab24e7f6bfbaba7f0a5982e0d8e88f865232a7847424a3a4d15db1c00de
RUMAHAGEN-ARB-01-ACTIVE-CR06-v1.0/ARB-01-CR06-ACTIVE-GOVERNANCE-RECORD-v1.0.md,8063,feaba8a9f590e5fb06fc4a3004073051434dd9ac5aef2d48c4d2af213c8a12a5
RUMAHAGEN-ARB-02-MADCR-036-ACTIVE-v1.0/ARB-02-MADCR-036-ACTIVE-STATUS.json,611,8001c91b2145d0e758f361720b028eff54149a299e0a89fa76c9df876f103edb
RUMAHAGEN-ARB-02-MADCR-036-ACTIVE-v1.0/ARB-02-MADCR-036-ACTIVE.md,8479,19266857a47465f9ae7e0eabebeea2b6b54cc02dc40f158d4e806aa2216eefe7
RUMAHAGEN-ARB-02-MADCR-036-ACTIVE-v1.0/README.md,427,e3e320f5b5e2b511b75539f206aa6cc8948124e14e24421997691e9d34212a62
RUMAHAGEN-dokumen-updated (2)/0001_extensions_helpers__1_.sql,2377,2c7a04b08cdfbd8fa70ad0cc385dea8fb68a6428ef8a16ccbbb889644110f91e
RUMAHAGEN-dokumen-updated (2)/0002_m10_rbac_foundation__1_.sql,4348,64c5c4743f1bf73776ac563568e795ad2d8ed0380acbdd6e154afedfda64c458
RUMAHAGEN-dokumen-updated (2)/0003_m01_auth__1_.sql,4707,41cbc1386e040fcd1d07b7ab4cf5906a4ce0f41a4f4af47d3ef3e59e25cdd70e
RUMAHAGEN-dokumen-updated (2)/0004_region_reference__1_.sql,2791,09e7b1a32b3ce9b1b144212122aa33dc3db229bafbbb97bf9b18641b06937a6f
RUMAHAGEN-dokumen-updated (2)/0005_m02_agent_profile__3_.sql,6539,96fc8edd7e2acb5847ca8f5cc2e42467b413e4fb3e97a89df0b0ea12a933d9a9
RUMAHAGEN-dokumen-updated (2)/0006_m06_developer__1_.sql,4599,c6d91a4e803c87f9b9d120b1662385ce9938e3d6628c1e88f8e2026cc4861ad3
RUMAHAGEN-dokumen-updated (2)/0007_m12_organization-FIXED.sql,7517,fa38d807c24e676b0c898bcec5a8dc7832c92857fe5a00f515d60f6c71b42fc7
RUMAHAGEN-dokumen-updated (2)/0007_m12_organization__1_.sql,5812,fba2c99e31e94687122db255573197da84adfc7a5062aa1a69ecfe9e6878a424
RUMAHAGEN-dokumen-updated (2)/0007_m12_organization__2_.sql,7517,fa38d807c24e676b0c898bcec5a8dc7832c92857fe5a00f515d60f6c71b42fc7
RUMAHAGEN-dokumen-updated (2)/0008_m03_listing-FIXED.sql,14556,54a0fca967ad9372d57bb3be1e28718e4ba98458cc5a88f74c59654b01b4c384
RUMAHAGEN-dokumen-updated (2)/0008_m03_listing__1_.sql,11596,cf27d1aefa6d319337f00c5b3606eb204d27c68dcada8f7792f437c067a8eb6c
RUMAHAGEN-dokumen-updated (2)/0008_m03_listing__2_.sql,14556,54a0fca967ad9372d57bb3be1e28718e4ba98458cc5a88f74c59654b01b4c384
RUMAHAGEN-dokumen-updated (2)/0009_m04_learning_center-FIXED.sql,8631,fca14d8c07ac0555de5717cd6c12a6fd2471d6a367f17f681680d520aedfc553
RUMAHAGEN-dokumen-updated (2)/0009_m04_learning_center__1_.sql,6403,0130481d0b0cec616f0403d0decec6004b3f0002a7dd2bf78f9c2be7123acf9b
RUMAHAGEN-dokumen-updated (2)/0009_m04_learning_center__2_.sql,8631,fca14d8c07ac0555de5717cd6c12a6fd2471d6a367f17f681680d520aedfc553
RUMAHAGEN-dokumen-updated (2)/0010_m05_events-FIXED.sql,5467,60187c6d78a1780a8af09213c7ddab0c7182fc380ce574db28124274dcd52dc3
RUMAHAGEN-dokumen-updated (2)/0010_m05_events__1_.sql,2754,a6c04e7b13d36dab5746998f813be5d980ef7408b2d4eb62380018568cda9a92
RUMAHAGEN-dokumen-updated (2)/0010_m05_events__2_.sql,5467,60187c6d78a1780a8af09213c7ddab0c7182fc380ce574db28124274dcd52dc3
RUMAHAGEN-dokumen-updated (2)/0011_m07_dbr__2_.sql,2692,de516e6177ca5a82117b997ed36d64cb1f96d88b28c6d1df366847c3c488487c
RUMAHAGEN-dokumen-updated (2)/0012_m08_notifications__1_.sql,1228,4f439635d31f3c371868368720c5b6d8a74c933d99794412f1b2522309aa4388
RUMAHAGEN-dokumen-updated (2)/0013_m09_admin__1_.sql,2197,338749bed4e77d8650fb4cc1fe803548ce5681152a60c53148e34600a4f647bc
RUMAHAGEN-dokumen-updated (2)/0014_m11_seo__1_.sql,2257,e50a1c13c82a233ce8ada73204b09abaed00b15572c70039bd7e83cc7befce5a
RUMAHAGEN-dokumen-updated (2)/0015_m13_ai_assistant__1_.sql,3043,f8c849c2195947016f7193c79086190df66abd8de96111d97c6d9c589b11ddd2
RUMAHAGEN-dokumen-updated (2)/ADR-005-Search-Strategy-Review.md,29242,c33fbe5b83848067ef9206e07ce4c4840810cc0bef651915413ed6f420798007
RUMAHAGEN-dokumen-updated (2)/ADR-006-Job-Queue-Strategy-Review.md,32884,ec5ea45d14d3d133155058f797348465dfd2e59095172f0140e230bf0f462950
RUMAHAGEN-dokumen-updated (2)/ADR-008-Maps-Provider-Review__1_.md,40049,a2d17d564e993dea4bb345a675ce2426e9b57ac52339ba44d62d25839979a8f1
RUMAHAGEN-dokumen-updated (2)/ADR-018-Caching-Strategy-Review.md,23837,9255826034268d5eab68304bfe885e40e0cc38ef3261acd522d30a7387d598ab
RUMAHAGEN-dokumen-updated (2)/ADR-047-Image-Duplicate-Detection.md,4002,331a1b044ec55976bf6ece8d06056881db619dfc86e1c9a0c61f44b5b1304d6c
RUMAHAGEN-dokumen-updated (2)/ADR-Consolidation-Supporting-Deliverables.md,5734,2e420d1bb6c0498d81e5d645511d6900d28d87c7f1aac152f53f798a89104ab6
RUMAHAGEN-dokumen-updated (2)/AI-CONTEXT-PACK-v1_1.md,38635,8a90937110033ddf4fb083646bf424d258e619602f92c638ac62043dc6a12786
RUMAHAGEN-dokumen-updated (2)/AI-DEVELOPMENT-BLUEPRINT-v1_6-FINAL__1_.md,102259,11d394ea57060eddd120230f43d8dc029225117561d22d4a98014125b16359f1
RUMAHAGEN-dokumen-updated (2)/API-Specification-RUMAHAGEN-v1_3-FINAL-FIXED.md,48759,97d4d5c13bfe13fb565bbe1937add49934c9790cedb77822fdc9a28b75a6a0d1
RUMAHAGEN-dokumen-updated (2)/API-Specification-RUMAHAGEN-v1_3-FINAL.md,47373,c1d5f4f91244628be89706b586a8e0fa14909551e213b8d27139071f15d138de
RUMAHAGEN-dokumen-updated (2)/Architecture-Evolution-Proposal-Organization-Management-System-v0_9-FINAL.md,82484,1ef11c345da848ec01de2d0db76b4b2e50c307847662a8e9e429d3b245a2780c
RUMAHAGEN-dokumen-updated (2)/Authorization-Access-Control-Specification-v1_1-FINAL.md,36633,c6808a90dc98e64c69968759c87680128db366c00d9695f615a7d0e6466a0c38
RUMAHAGEN-dokumen-updated (2)/CHANGELOG-v0_4_1.md,106902,f64a0987ddb14d8fb8ddcac83b3dd88710426bbb9579330a5f92bfb2c23bd600
RUMAHAGEN-dokumen-updated (2)/CHANGELOG-v0_7_1.md,126453,0d24923e1f0b301f0480360059c00c6567db39ce2f5bdcc19b042d1291d667a5
RUMAHAGEN-dokumen-updated (2)/CHANGELOG-v0_7_19-FINAL.md,169718,1491f476b7297a6958f8b819546e08a79650f955a505468a3209e25b3244fec5
RUMAHAGEN-dokumen-updated (2)/CHANGELOG-v0_7_2.md,129114,e3df193a18dc7d23963c5b6bedd5ca8f59bdb233aa8a460e73829866462fc1f7
RUMAHAGEN-dokumen-updated (2)/CHANGELOG-v0_7_20-FINAL.md,172689,b7c522da60c012e4b0e178f894fd7a93716c8f49cf85624595595f67f148417f
RUMAHAGEN-dokumen-updated (2)/CHANGELOG-v0_7_21-VERIFIED-FINAL.md,175672,5fb15aad030f5d55b94441f032eae6a8051b9d60d5d8a5d724cc55b7cf790643
RUMAHAGEN-dokumen-updated (2)/CURRENT-PROJECT-STATE-rev10-KONSOLIDASI-FINAL.md,49260,c36ab6801423a420628dad40ae653d46f90c07039d112c92283f7f9cc02b0c4a
RUMAHAGEN-dokumen-updated (2)/CURRENT-PROJECT-STATE-updated-v5.md,33878,cab1a1f5f29b95d89cfef7a1116d7726d779544ae868ef5fd7edcb410774db09
RUMAHAGEN-dokumen-updated (2)/CURRENT-PROJECT-STATE-updated-v7.md,34958,9e888601371bdf5e7fe391dd892f5d79483b40fe64436f64c11337aa8be7741d
RUMAHAGEN-dokumen-updated (2)/CURRENT-PROJECT-STATE-updated-v8__1_.md,36125,6025fcd27ba0134c3a5221ffea17a333e4c50dad0831f695a710ee65b92bde9e
RUMAHAGEN-dokumen-updated (2)/CURRENT-PROJECT-STATE-updated-v9.md,45150,ef84767b7b77712f1f21b148b6010a1106f0f1b904a557d0a4460dcbad7df374
RUMAHAGEN-dokumen-updated (2)/CURRENT-PROJECT-STATE-updated.md,23878,7179274f11452efbad6ed5382a0539479993f07680525f0819211611eeb51c0c
